problem_id,similar_problem_id,similarity_score,rank,domain,subtopic,difficulty,difficulty_label,similar_domain,similar_subtopic,similar_difficulty,similar_difficulty_label,same_domain,same_difficulty
MATHNET-00lt,MATHNET-0fg1,0.9041223109744188,3,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-00lt,MATHNET-05yo,0.9029318238525224,4,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-00lt,MATHNET-0fnb,0.9004293115785165,5,Geometry,Plane Geometry,4,Hard,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,4,Hard,False,True
MATHNET-00lt,MATHNET-05qn,0.8795115901381758,6,Geometry,Plane Geometry,4,Hard,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic | Residues and Primitive Roots,4,Hard,False,True
MATHNET-00lt,MATHNET-0fxv,0.8750439835963761,7,Geometry,Plane Geometry,4,Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,False,True
MATHNET-00lt,MATHNET-060t,0.8609513037926656,8,Geometry,Plane Geometry,4,Hard,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic,4,Hard,False,True
MATHNET-00lt,MATHNET-09t7,0.8560542325102954,9,Geometry,Plane Geometry,4,Hard,Algebra | Geometry,Algebraic Expressions | Plane Geometry | Prealgebra / Basic Algebra,4,Hard,False,True
MATHNET-00lt,MATHNET-0855,0.8463038036400375,10,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-00vm,MATHNET-04qz,0.8209167813396081,1,Geometry,Plane Geometry,5,Very Hard,Algebra | Discrete Mathematics | Number Theory,Algebraic Expressions | Combinatorics | Diophantine Equations | Divisibility / Factorization,5,Very Hard,False,True
MATHNET-00vm,MATHNET-0dqz,0.8150981058578333,2,Geometry,Plane Geometry,5,Very Hard,Algebra | Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization | Equations and Inequalities,5,Very Hard,False,True
MATHNET-00vm,MATHNET-01zv,0.8065430929123262,3,Geometry,Plane Geometry,5,Very Hard,Algebra,Algebraic Expressions,5,Very Hard,False,True
MATHNET-00vm,MATHNET-0eud,0.8060240420212877,4,Geometry,Plane Geometry,5,Very Hard,Number Theory,Modular Arithmetic | Residues and Primitive Roots,5,Very Hard,False,True
MATHNET-00vm,MATHNET-038c,0.8052621756320765,5,Geometry,Plane Geometry,5,Very Hard,Discrete Mathematics,Combinatorics,5,Very Hard,False,True
MATHNET-00vm,MATHNET-09xc,0.8030062387962589,6,Geometry,Plane Geometry,5,Very Hard,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,5,Very Hard,False,True
MATHNET-00vm,MATHNET-00ps,0.8023729182519951,7,Geometry,Plane Geometry,5,Very Hard,Algebra | Number Theory,Diophantine Equations | Divisibility / Factorization | Equations and Inequalities,5,Very Hard,False,True
MATHNET-00vm,MATHNET-07x2,0.7972892427726012,8,Geometry,Plane Geometry,5,Very Hard,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,5,Very Hard,False,True
MATHNET-00vm,MATHNET-01b9,0.7880108570841939,9,Geometry,Plane Geometry,5,Very Hard,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,5,Very Hard,False,True
MATHNET-00vm,MATHNET-07dr,0.7850992946041361,10,Geometry,Plane Geometry,5,Very Hard,Algebra,Algebraic Expressions | Intermediate Algebra,5,Very Hard,False,True
MATHNET-010r,MATHNET-0cwk,0.7992399925818837,1,Geometry,Plane Geometry,4,Hard,Algebra,Algebraic Expressions,4,Hard,False,True
MATHNET-010r,MATHNET-0jxw,0.7746493104998644,2,Geometry,Plane Geometry,4,Hard,Discrete Mathematics,Combinatorics,4,Hard,False,True
MATHNET-010r,MATHNET-04iz,0.7736176019711306,3,Geometry,Plane Geometry,4,Hard,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,4,Hard,False,True
MATHNET-010r,MATHNET-03xn,0.756610244429728,4,Geometry,Plane Geometry,4,Hard,Algebra,Algebraic Expressions,4,Hard,False,True
MATHNET-010r,MATHNET-0cu5,0.7413585285464027,5,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-010r,MATHNET-0hax,0.7359129133095967,6,Geometry,Plane Geometry,4,Hard,Algebra | Number Theory,Divisibility / Factorization | Intermediate Algebra,4,Hard,False,True
MATHNET-010r,MATHNET-0lfz,0.7332415338702443,7,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-010r,MATHNET-0dq2,0.7283509095142418,8,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-010r,MATHNET-035k,0.7245234131846953,9,Geometry,Plane Geometry,4,Hard,Discrete Mathematics | Number Theory,Combinatorics | Other,3,Medium,False,False
MATHNET-010r,MATHNET-08m2,0.7105009294247645,10,Geometry,Plane Geometry,4,Hard,Discrete Mathematics,Combinatorics | Graph Theory,4,Hard,False,True
MATHNET-01u3,MATHNET-0a4r,0.7417171711783745,1,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,False,False
MATHNET-01u3,MATHNET-0ias,0.7216360663559065,2,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,False,False
MATHNET-01u3,MATHNET-06rf,0.7206120955286853,3,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,5,Very Hard,False,True
MATHNET-01u3,MATHNET-0ldf,0.7179078613008348,4,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,5,Very Hard,False,True
MATHNET-01u3,MATHNET-0759,0.7050003739637506,5,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,False,False
MATHNET-01u3,MATHNET-06au,0.7031833625064795,6,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics,Combinatorics | Graph Theory,4,Hard,True,False
MATHNET-01u3,MATHNET-020y,0.6996560905119072,7,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics,Combinatorics,4,Hard,True,False
MATHNET-01u3,MATHNET-0387,0.6989395844342338,8,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,5,Very Hard,False,True
MATHNET-01u3,MATHNET-0bth,0.6919218143139929,9,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics,Combinatorics,5,Very Hard,True,True
MATHNET-01u3,MATHNET-07dr,0.6911509733294853,10,Discrete Mathematics,Combinatorics,5,Very Hard,Algebra,Algebraic Expressions | Intermediate Algebra,5,Very Hard,False,True
MATHNET-0212,MATHNET-03e9,0.8968276988248984,1,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,5,Very Hard,False,True
MATHNET-0212,MATHNET-01u2,0.8965199971478028,2,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics,Combinatorics,5,Very Hard,True,True
MATHNET-0212,MATHNET-00ny,0.8964655368027704,3,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,5,Very Hard,False,True
MATHNET-0212,MATHNET-0dqz,0.8631874015173908,4,Discrete Mathematics,Combinatorics,5,Very Hard,Algebra | Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization | Equations and Inequalities,5,Very Hard,False,True
MATHNET-0212,MATHNET-04ru,0.8549654917432337,5,Discrete Mathematics,Combinatorics,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-0212,MATHNET-0387,0.8518951473061931,6,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,5,Very Hard,False,True
MATHNET-0212,MATHNET-0bth,0.8485526097605187,7,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics,Combinatorics,5,Very Hard,True,True
MATHNET-0212,MATHNET-0c66,0.8283069576849889,8,Discrete Mathematics,Combinatorics,5,Very Hard,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,5,Very Hard,False,True
MATHNET-0212,MATHNET-0eu5,0.8264621379586777,9,Discrete Mathematics,Combinatorics,5,Very Hard,Discrete Mathematics,Combinatorics,5,Very Hard,True,True
MATHNET-0212,MATHNET-0ax4,0.8125721145037178,10,Discrete Mathematics,Combinatorics,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-024e,MATHNET-0iwd,0.810715849077095,1,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,3,Medium,False,False
MATHNET-024e,MATHNET-0j09,0.8061353662894906,2,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,3,Medium,False,False
MATHNET-024e,MATHNET-0kbi,0.7960574970559959,3,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Algebra,Algebraic Expressions,2,Easy,True,True
MATHNET-024e,MATHNET-02xf,0.7878111868028613,4,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Algebra | Number Theory,Other | Prealgebra / Basic Algebra,2,Easy,False,True
MATHNET-024e,MATHNET-0jet,0.7747784648489504,5,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,3,Medium,False,False
MATHNET-024e,MATHNET-084f,0.7659123641990444,6,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-024e,MATHNET-0iqa,0.7547965949499152,7,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-024e,MATHNET-02jz,0.7451246893524656,8,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,3,Medium,False,False
MATHNET-024e,MATHNET-0jfs,0.717217890678224,9,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,3,Medium,False,False
MATHNET-024e,MATHNET-08bm,0.7013185682604661,10,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,2,Easy,Number Theory,Divisibility / Factorization | Modular Arithmetic,2,Easy,False,True
MATHNET-0caz,MATHNET-0bw4,1.0,1,Algebra,Algebraic Expressions,2,Easy,Algebra,Equations and Inequalities,2,Easy,True,True
MATHNET-0caz,MATHNET-0c4x,1.0,2,Algebra,Algebraic Expressions,2,Easy,Algebra,Linear Algebra,2,Easy,True,True
MATHNET-0caz,MATHNET-0l7k,1.0,3,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions,2,Easy,True,True
MATHNET-0caz,MATHNET-0bpv,1.0,4,Algebra,Algebraic Expressions,2,Easy,Algebra,Equations and Inequalities,2,Easy,True,True
MATHNET-0caz,MATHNET-0beo,1.0,5,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions,2,Easy,True,True
MATHNET-0caz,MATHNET-0bdr,1.0,6,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,2,Easy,True,True
MATHNET-0caz,MATHNET-0bl4,1.0,7,Algebra,Algebraic Expressions,2,Easy,Algebra,Equations and Inequalities,2,Easy,True,True
MATHNET-0caz,MATHNET-0gfg,1.0,8,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions | Equations and Inequalities,2,Easy,True,True
MATHNET-0caz,MATHNET-0gfv,1.0,9,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,2,Easy,True,True
MATHNET-0caz,MATHNET-0gfd,1.0,10,Algebra,Algebraic Expressions,2,Easy,Algebra,Equations and Inequalities,2,Easy,True,True
MATHNET-07vc,MATHNET-0jp5,0.9117145486656908,1,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-07vc,MATHNET-02n7,0.863841792265198,2,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Number Theory,Divisibility / Factorization,3,Medium,False,True
MATHNET-07vc,MATHNET-023c,0.8567836408471192,3,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Algebra | Number Theory,Divisibility / Factorization | Modular Arithmetic | Prealgebra / Basic Algebra,3,Medium,False,True
MATHNET-07vc,MATHNET-0joq,0.8558306093477394,4,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-07vc,MATHNET-0ena,0.8507890220107678,5,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,3,Medium,False,True
MATHNET-07vc,MATHNET-0bmx,0.8443178335434868,6,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,3,Medium,False,True
MATHNET-07vc,MATHNET-00md,0.8413496900415753,7,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Algebra,Algebraic Expressions,3,Medium,False,True
MATHNET-07vc,MATHNET-0ka4,0.8406158133053436,8,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-07vc,MATHNET-04a8,0.8375706505550712,9,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,3,Medium,False,True
MATHNET-07vc,MATHNET-06mm,0.8350238150549035,10,Algebra | Geometry,Algebraic Expressions | Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-0awa,MATHNET-0b1j,0.7863623424083889,1,Precalculus,Trigonometric functions,2,Easy,Algebra,Algebraic Expressions,2,Easy,False,True
MATHNET-0awa,MATHNET-0j2y,0.7857625232636348,2,Precalculus,Trigonometric functions,2,Easy,Algebra,Algebraic Expressions,2,Easy,False,True
MATHNET-0awa,MATHNET-0ia7,0.7777422177508645,3,Precalculus,Trigonometric functions,2,Easy,Algebra,Algebraic Expressions,2,Easy,False,True
MATHNET-0awa,MATHNET-0axv,0.7517306097338465,4,Precalculus,Trigonometric functions,2,Easy,Algebra,Algebraic Expressions,2,Easy,False,True
MATHNET-0awa,MATHNET-043v,0.750903185284141,5,Precalculus,Trigonometric functions,2,Easy,Algebra,Equations and Inequalities | Intermediate Algebra,2,Easy,False,True
MATHNET-0awa,MATHNET-08x7,0.7483633955722536,6,Precalculus,Trigonometric functions,2,Easy,Algebra,Algebraic Expressions,2,Easy,False,True
MATHNET-0awa,MATHNET-0em4,0.7227956262686644,7,Precalculus,Trigonometric functions,2,Easy,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,2,Easy,False,True
MATHNET-0awa,MATHNET-0jjl,0.7127071265908311,8,Precalculus,Trigonometric functions,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-0awa,MATHNET-0apw,0.7027736013265143,9,Precalculus,Trigonometric functions,2,Easy,Algebra,Algebraic Expressions,3,Medium,False,False
MATHNET-0awa,MATHNET-0kqz,0.7013934493781775,10,Precalculus,Trigonometric functions,2,Easy,Algebra | Geometry,Algebraic Expressions | Linear Algebra | Plane Geometry,2,Easy,False,True
MATHNET-0609,MATHNET-0ag7,0.8316062712536763,1,Number Theory,Divisibility / Factorization,3,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,3,Medium,True,True
MATHNET-0609,MATHNET-0huv,0.8219601166412766,2,Number Theory,Divisibility / Factorization,3,Medium,Algebra,Equations and Inequalities,3,Medium,False,True
MATHNET-0609,MATHNET-0413,0.7943365725657473,3,Number Theory,Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-0609,MATHNET-05ra,0.7359564902440962,4,Number Theory,Divisibility / Factorization,3,Medium,Number Theory,Diophantine Equations | Divisibility / Factorization | Number-Theoretic Functions,3,Medium,True,True
MATHNET-0609,MATHNET-0dqf,0.7248700028250662,5,Number Theory,Divisibility / Factorization,3,Medium,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Equations and Inequalities,3,Medium,False,True
MATHNET-0609,MATHNET-05u0,0.7140993004892574,6,Number Theory,Divisibility / Factorization,3,Medium,Number Theory,Diophantine Equations | Divisibility / Factorization | Residues and Primitive Roots,3,Medium,True,True
MATHNET-0609,MATHNET-035k,0.6876044183327017,7,Number Theory,Divisibility / Factorization,3,Medium,Discrete Mathematics | Number Theory,Combinatorics | Other,3,Medium,False,True
MATHNET-0609,MATHNET-0jxp,0.6818111127431521,8,Number Theory,Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-0609,MATHNET-0aj0,0.67729690697426,9,Number Theory,Divisibility / Factorization,3,Medium,Algebra,Equations and Inequalities,3,Medium,False,True
MATHNET-0609,MATHNET-0b84,0.6764071457077888,10,Number Theory,Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-05gq,MATHNET-0dvk,0.8835724359846269,1,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,3,Medium,True,False
MATHNET-05gq,MATHNET-0fru,0.8731781081037814,2,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,3,Medium,True,False
MATHNET-05gq,MATHNET-0hai,0.8674116191626925,3,Geometry,Plane Geometry,2,Easy,Algebra,Equations and Inequalities,2,Easy,False,True
MATHNET-05gq,MATHNET-09c4,0.8617703698558385,4,Geometry,Plane Geometry,2,Easy,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,False,False
MATHNET-05gq,MATHNET-0fk5,0.8497311372039911,5,Geometry,Plane Geometry,2,Easy,Geometry,Solid Geometry,2,Easy,True,True
MATHNET-05gq,MATHNET-08kq,0.8496985592842208,6,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-05gq,MATHNET-05ta,0.8472779450211538,7,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,3,Medium,True,False
MATHNET-05gq,MATHNET-05k2,0.8361942239749298,8,Geometry,Plane Geometry,2,Easy,Algebra,Algebraic Expressions | Equations and Inequalities,3,Medium,False,False
MATHNET-05gq,MATHNET-0fv2,0.8249134013995634,9,Geometry,Plane Geometry,2,Easy,Algebra,Algebraic Expressions,2,Easy,False,True
MATHNET-05gq,MATHNET-0cmw,0.817488376381821,10,Geometry,Plane Geometry,2,Easy,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,False,False
MATHNET-0kq5,MATHNET-0axv,0.8459753902463958,1,Geometry,Plane Geometry,2,Easy,Algebra,Algebraic Expressions,2,Easy,False,True
MATHNET-0kq5,MATHNET-0jht,0.8421003887434464,2,Geometry,Plane Geometry,2,Easy,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,2,Easy,False,True
MATHNET-0kq5,MATHNET-0jsa,0.8305922207812518,3,Geometry,Plane Geometry,2,Easy,Number Theory,Divisibility / Factorization | Modular Arithmetic,2,Easy,False,True
MATHNET-0kq5,MATHNET-0apw,0.8280664226388268,4,Geometry,Plane Geometry,2,Easy,Algebra,Algebraic Expressions,3,Medium,False,False
MATHNET-0kq5,MATHNET-0aw2,0.8188264257794683,5,Geometry,Plane Geometry,2,Easy,Algebra | Number Theory,Diophantine Equations | Prealgebra / Basic Algebra,2,Easy,False,True
MATHNET-0kq5,MATHNET-08x7,0.8148230075046511,6,Geometry,Plane Geometry,2,Easy,Algebra,Algebraic Expressions,2,Easy,False,True
MATHNET-0kq5,MATHNET-0jjl,0.8110479042546755,7,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0kq5,MATHNET-0kt8,0.8095544695813223,8,Geometry,Plane Geometry,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,False,True
MATHNET-0kq5,MATHNET-0em4,0.8060964550868838,9,Geometry,Plane Geometry,2,Easy,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,2,Easy,False,True
MATHNET-0kq5,MATHNET-0i5e,0.8053280129816693,10,Geometry,Plane Geometry,2,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,2,Easy,False,True
MATHNET-074g,MATHNET-00yo,0.7748863911215221,1,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Algebra,Algebraic Expressions,3,Medium,True,False
MATHNET-074g,MATHNET-0325,0.7591476396341673,2,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,True,True
MATHNET-074g,MATHNET-0je9,0.7560986553422914,3,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Number Theory,Diophantine Equations | Divisibility / Factorization | Modular Arithmetic,4,Hard,False,True
MATHNET-074g,MATHNET-09vr,0.7407508439908963,4,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Algebra,Algebraic Expressions,4,Hard,True,True
MATHNET-074g,MATHNET-07cj,0.7350271603496001,5,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Algebra,Algebraic Expressions | Equations and Inequalities,4,Hard,True,True
MATHNET-074g,MATHNET-0e06,0.73191596348372,6,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Algebra,Algebraic Expressions,3,Medium,True,False
MATHNET-074g,MATHNET-00l0,0.7307128883295925,7,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Geometry,Plane Geometry,3,Medium,False,False
MATHNET-074g,MATHNET-04yy,0.7277629674738818,8,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Number Theory,Divisibility / Factorization,3,Medium,False,False
MATHNET-074g,MATHNET-07n6,0.7038646403389722,9,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,4,Hard,False,True
MATHNET-074g,MATHNET-071o,0.69052705356936,10,Algebra,Algebraic Expressions | Intermediate Algebra,4,Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,False,True
MATHNET-0413,MATHNET-0609,0.7943365725657473,1,Geometry,Plane Geometry,3,Medium,Number Theory,Divisibility / Factorization,3,Medium,False,True
MATHNET-0413,MATHNET-0huv,0.7881639145861579,2,Geometry,Plane Geometry,3,Medium,Algebra,Equations and Inequalities,3,Medium,False,True
MATHNET-0413,MATHNET-0ag7,0.7840807493440117,3,Geometry,Plane Geometry,3,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,3,Medium,False,True
MATHNET-0413,MATHNET-0aj0,0.7636213868734192,4,Geometry,Plane Geometry,3,Medium,Algebra,Equations and Inequalities,3,Medium,False,True
MATHNET-0413,MATHNET-0dqf,0.7292096292893813,5,Geometry,Plane Geometry,3,Medium,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Equations and Inequalities,3,Medium,False,True
MATHNET-0413,MATHNET-0ksl,0.7147615794797583,6,Geometry,Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,True,True
MATHNET-0413,MATHNET-0jxp,0.7027863672126488,7,Geometry,Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,True,True
MATHNET-0413,MATHNET-041i,0.6985874822258522,8,Geometry,Plane Geometry,3,Medium,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,3,Medium,False,True
MATHNET-0413,MATHNET-05u0,0.689576927167778,9,Geometry,Plane Geometry,3,Medium,Number Theory,Diophantine Equations | Divisibility / Factorization | Residues and Primitive Roots,3,Medium,False,True
MATHNET-0413,MATHNET-0b84,0.6860784798472793,10,Geometry,Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,True,True
MATHNET-0dgx,MATHNET-09k0,1.0,1,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-0c9v,1.0,2,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-0gg9,1.0,3,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-09jr,1.0,4,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-01t8,1.0,5,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-0f03,1.0,6,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-0dgr,1.0,7,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-0cie,1.0,8,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-09ka,1.0,9,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0dgx,MATHNET-0c1x,1.0,10,Geometry,Plane Geometry,2,Easy,Geometry,Plane Geometry,2,Easy,True,True
MATHNET-0hpb,MATHNET-0f3n,0.9012355528268892,1,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-0hpb,MATHNET-0fti,0.899508065391221,2,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-0hpb,MATHNET-0fyo,0.8902111561905333,3,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,False,True
MATHNET-0hpb,MATHNET-0fk5,0.8848878040000683,4,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Geometry,Solid Geometry,2,Easy,False,True
MATHNET-0hpb,MATHNET-06c9,0.8548165126254115,5,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-0hpb,MATHNET-0hj7,0.8461213541863005,6,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Number Theory,Divisibility / Factorization | Modular Arithmetic,2,Easy,False,True
MATHNET-0hpb,MATHNET-0g61,0.8320891048875982,7,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-0hpb,MATHNET-0fw2,0.8310527464886497,8,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Discrete Mathematics | Geometry,Combinatorics | Solid Geometry,2,Easy,False,True
MATHNET-0hpb,MATHNET-0dw6,0.8298971485502132,9,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,2,Easy,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,2,Easy,False,True
