length_score,equation_score,reasoning_score,proof_score,case_score,steps_score,problem_type_score,domain_score,actual_difficulty,predicted_difficulty,absolute_error,problem_id,domain,problem_type,difficulty_label,error
74.05000000000001,75.4,92.25,74.4,85.45,51.45,90,80.0,77.92,77.69483750000003,0.22516249999996774,MATHNET-05ta,Geometry,proof only,Medium,-0.22516249999996774
53.95,65.0,62.2,34.2,32.800000000000004,19.85,100,78.0,52.275000000000006,55.05325000000002,2.778250000000014,MATHNET-00yo,Algebra,proof and answer,Medium,2.778250000000014
35.15,60.35,47.8,83.85000000000001,69.95,36.65,90,80.0,57.38,53.19363750000006,4.1863624999999445,MATHNET-0g3p,Geometry,proof only,Medium,-4.1863624999999445
19.6,20.65,19.7,34.2,32.800000000000004,19.85,90,78.5,29.7775,30.851987500000043,1.0744875000000427,MATHNET-0ias,Discrete Mathematics | Geometry,proof only,Hard,1.0744875000000427
58.2,69.6,19.7,34.2,32.800000000000004,77.35,90,80.0,50.665,49.31134999999997,1.3536500000000302,MATHNET-05tc,Geometry,proof only,Medium,-1.3536500000000302
27.200000000000003,29.0,47.8,34.2,32.800000000000004,19.85,90,80.0,38.245000000000005,38.74772499999997,0.5027249999999626,MATHNET-0i4x,Discrete Mathematics,final answer only,Easy,0.5027249999999626
72.5,83.89999999999999,85.45,34.2,32.800000000000004,87.5,100,78.0,70.23500000000001,69.65881250000014,0.5761874999998753,MATHNET-0h3p,Discrete Mathematics,proof and answer,Easy,-0.5761874999998753
5.8500000000000005,6.4,19.7,34.2,32.800000000000004,5.8500000000000005,90,75.0,23.315,23.31499999999999,1.0658141036401503e-14,MATHNET-0ar9,Algebra,proof and answer,Easy,-1.0658141036401503e-14
72.3,82.15,72.6,34.2,89.35,71.0,90,80.0,70.9675,68.78717083333339,2.18032916666661,MATHNET-038c,Discrete Mathematics,proof and answer,Very Hard,-2.18032916666661
59.2,52.45,85.45,34.2,32.800000000000004,62.5,100,78.5,60.3825,59.73921250000002,0.6432874999999783,MATHNET-0c9x,Geometry,proof and answer,Easy,-0.6432874999999783
90.2,90.0,72.6,34.2,32.800000000000004,71.0,100,78.0,70.47000000000001,71.12239999999983,0.6523999999998153,MATHNET-0adb,Algebra | Discrete Mathematics,proof and answer,Easy,0.6523999999998153
68.30000000000001,57.15,80.25,34.2,69.95,62.5,100,77.5,65.5325,62.03930833333337,3.4931916666666254,MATHNET-0c6i,Number Theory,proof and answer,Easy,-3.4931916666666254
87.9,91.55,95.9,83.85000000000001,89.35,36.65,100,78.0,84.57000000000001,85.8040750000001,1.2340750000000895,MATHNET-06nw,Discrete Mathematics,proof and answer,Medium,1.2340750000000895
5.8500000000000005,6.4,19.7,34.2,32.800000000000004,5.8500000000000005,100,75.0,23.815,23.814999999999984,1.7763568394002505e-14,MATHNET-02kg,Algebra,MCQ,Easy,-1.7763568394002505e-14
15.3,17.25,19.7,34.2,32.800000000000004,36.65,90,75.0,29.9125,30.20097500000001,0.2884750000000089,MATHNET-09q7,Geometry,proof only,Medium,0.2884750000000089
50.24999999999999,47.2,85.45,34.2,32.800000000000004,19.85,100,78.0,53.515,54.14022500000005,0.6252250000000501,MATHNET-0d6e,Discrete Mathematics | Number Theory,proof only,Hard,0.6252250000000501
34.300000000000004,45.25,19.7,34.2,32.800000000000004,62.5,100,78.0,41.1475,41.63017499999999,0.4826749999999862,MATHNET-05e9,Algebra,proof and answer,Very Hard,0.4826749999999862
5.8500000000000005,6.4,19.7,34.2,32.800000000000004,5.8500000000000005,35,75.0,20.565,20.63900000000004,0.07400000000003715,MATHNET-0cy2,Algebra | Geometry,proof and answer,Hard,0.07400000000003715
5.8500000000000005,6.4,19.7,34.2,32.800000000000004,5.8500000000000005,100,78.0,23.965000000000003,23.965000000000067,6.394884621840902e-14,MATHNET-00up,Geometry,proof only,Hard,6.394884621840902e-14
78.4,58.85,19.7,34.2,32.800000000000004,36.65,100,82.0,49.6225,51.62003749999991,1.9975374999999076,MATHNET-0edn,Geometry,MCQ,Easy,1.9975374999999076
36.45,35.55,19.7,34.2,32.800000000000004,81.75,90,75.0,41.3975,40.57632500000001,0.8211749999999896,MATHNET-0gfv,Algebra,proof only,Easy,-0.8211749999999896
40.45,57.15,62.2,34.2,32.800000000000004,36.65,90,78.0,49.5775,52.315037500000045,2.7375375000000446,MATHNET-0e06,Algebra,proof and answer,Medium,2.7375375000000446
61.9,47.2,47.8,74.4,78.8,77.35,90,82.0,64.39500000000001,65.70530833333329,1.310308333333282,MATHNET-05j5,Geometry,proof only,Easy,1.310308333333282
72.39999999999999,81.6,92.25,34.2,69.95,19.85,90,80.0,67.78,69.76190000000008,1.9819000000000813,MATHNET-0f0z,Algebra,proof and answer,Medium,1.9819000000000813
87.8,81.6,85.45,34.2,96.65,93.6,90,80.0,79.545,75.3265750000001,4.218424999999897,MATHNET-034j,Algebra | Number Theory,proof only,Medium,-4.218424999999897
61.35,55.65,19.7,34.2,32.800000000000004,62.5,90,78.0,47.6175,48.72453749999996,1.1070374999999615,MATHNET-0d0v,Geometry,proof only,Hard,1.1070374999999615
5.8500000000000005,6.4,19.7,34.2,32.800000000000004,5.8500000000000005,100,78.0,23.965000000000003,23.965000000000067,6.394884621840902e-14,MATHNET-0ec2,Statistics,proof and answer,Easy,6.394884621840902e-14
85.0,77.64999999999999,47.8,83.85000000000001,96.65,89.64999999999999,90,80.0,77.915,77.96231666666661,0.04731666666660317,MATHNET-0kfj,Algebra,proof and answer,Medium,0.04731666666660317
33.550000000000004,22.55,85.45,34.2,32.800000000000004,51.45,100,78.0,49.6375,47.47645000000001,2.161049999999996,MATHNET-0kqz,Algebra | Geometry,final answer only,Easy,-2.161049999999996
32.6,42.8,47.8,83.85000000000001,69.95,51.45,90,82.0,55.8175,51.27865000000003,4.538849999999975,MATHNET-03ma,Discrete Mathematics | Number Theory,proof only,Medium,-4.538849999999975
73.5,81.15,47.8,74.4,32.800000000000004,87.5,90,82.0,68.2225,72.11248750000003,3.889987500000032,MATHNET-01b9,Algebra | Discrete Mathematics,proof only,Very Hard,3.889987500000032
25.55,17.25,47.8,34.2,32.800000000000004,36.65,90,80.0,37.8325,37.40423750000007,0.4282624999999314,MATHNET-0f27,Discrete Mathematics,proof only,Easy,-0.4282624999999314
90.0,95.4,94.95,74.4,85.45,36.65,90,75.0,82.92000000000002,86.00950000000012,3.0895000000001005,MATHNET-0fk5,Geometry,proof only,Easy,3.0895000000001005
36.2,45.25,62.2,34.2,32.800000000000004,36.65,90,75.0,46.7925,49.13601249999999,2.3435124999999957,MATHNET-0bgs,Algebra | Number Theory,proof only,Medium,2.3435124999999957
60.55,50.74999999999999,62.2,97.7,32.800000000000004,19.85,100,82.0,61.182500000000005,62.7899,1.6073999999999984,MATHNET-0l56,Discrete Mathematics | Number Theory,final answer only,Medium,1.6073999999999984
55.400000000000006,42.8,47.8,83.85000000000001,32.800000000000004,19.85,100,77.5,53.7775,58.6506,4.873099999999994,MATHNET-0l8o,Algebra,proof and answer,Medium,4.873099999999994
5.8500000000000005,6.4,19.7,34.2,32.800000000000004,5.8500000000000005,90,80.0,23.565,23.56449999999999,0.0005000000000130456,MATHNET-05ra,Number Theory,proof only,Medium,-0.0005000000000130456
79.60000000000001,77.64999999999999,62.2,96.9,78.8,77.35,90,75.0,78.4075,76.84567083333336,1.5618291666666408,MATHNET-00ok,Discrete Mathematics | Number Theory,proof only,Hard,-1.5618291666666408
94.0,92.1,72.6,89.25,91.65,98.3,90,80.0,88.0175,87.72944999999994,0.2880500000000552,MATHNET-0fid,Number Theory,proof and answer,Medium,-0.2880500000000552
57.65,42.8,72.6,34.2,32.800000000000004,51.45,90,82.0,54.62500000000001,56.32517916666669,1.7001791666666861,MATHNET-0jt8,Geometry | Number Theory,proof and answer,Hard,1.7001791666666861
44.2,40.2,47.8,34.2,32.800000000000004,36.65,90,75.0,44.755,43.336074999999965,1.418925000000037,MATHNET-0fmk,Algebra | Number Theory,proof only,Medium,-1.418925000000037
88.55,90.0,90.4,34.2,98.9,62.5,90,80.0,79.06,74.19053750000009,4.869462499999912,MATHNET-007d,Geometry,proof and answer,Medium,-4.869462499999912
54.95,73.6,19.7,34.2,32.800000000000004,19.85,100,78.0,45.265,47.57006249999991,2.305062499999913,MATHNET-0inh,Algebra | Number Theory,proof only,Very Hard,2.305062499999913
84.6,72.39999999999999,62.2,89.25,32.800000000000004,81.75,100,75.0,73.8125,71.77585000000005,2.036649999999952,MATHNET-05k2,Algebra,proof only,Medium,-2.036649999999952
5.8500000000000005,6.4,19.7,34.2,32.800000000000004,5.8500000000000005,90,82.0,23.665000000000003,23.66499999999997,3.197442310920451e-14,MATHNET-09vi,Geometry,proof only,Medium,-3.197442310920451e-14
57.49999999999999,42.8,62.2,34.2,32.800000000000004,81.75,90,78.0,55.345000000000006,55.89945416666662,0.5544541666666163,MATHNET-0f03,Geometry,proof only,Easy,0.5544541666666163
30.7,49.0,72.6,34.2,69.95,19.85,90,80.0,50.620000000000005,50.11454999999997,0.5054500000000317,MATHNET-023c,Algebra | Number Theory,proof and answer,Medium,-0.5054500000000317
61.6,75.4,47.8,34.2,85.45,51.45,35,79.0,57.71000000000001,59.44378749999997,1.7337874999999627,MATHNET-0jcv,Algebra,proof and answer,Hard,1.7337874999999627
19.75,14.05,19.7,74.4,32.800000000000004,19.85,100,75.0,35.1725,35.673312499999895,0.5008124999998955,MATHNET-0bth,Discrete Mathematics,proof and answer,Very Hard,0.5008124999998955
24.05,24.35,47.8,34.2,32.800000000000004,19.85,90,75.0,36.6675,37.271624999999936,0.6041249999999394,MATHNET-08bm,Number Theory,MCQ,Easy,0.6041249999999394
50.0,57.15,47.8,74.4,78.8,19.85,100,78.0,58.057500000000005,55.91814999999996,2.139350000000043,MATHNET-0jqi,Algebra | Discrete Mathematics,proof and answer,Medium,-2.139350000000043
49.3,78.4,72.6,74.4,69.95,62.5,90,78.0,68.94500000000001,64.21656249999992,4.728437500000084,MATHNET-0l1k,Geometry,proof and answer,Medium,-4.728437500000084
