problem_id,domain,subtopic,concepts,problem_type,length_score,equation_score,reasoning_score,proof_score,case_score,steps_score,problem_type_score,domain_score,difficulty_score
MATHNET-0k97,Number Theory,Diophantine Equations | Divisibility / Factorization,"Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.24216675517790756,0.31143162393162394,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.9459459459459459,0.2653015301530154
MATHNET-05ai,Geometry,Plane Geometry,Analytic / Coordinate Methods > Trigonometry,proof only,0.7243759957514606,0.5966880341880343,0.6587795765877957,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.5024752475247525
MATHNET-0gdx,Algebra | Number Theory,Divisibility / Factorization | Equations and Inequalities,Greatest common divisors (gcd) | QM-AM-GM-HM / Power Mean,proof only,0.7349973446627721,0.6260683760683762,0.34993773349937735,0.9414893617021277,0.6845238095238095,0.7594264471587892,1.0,0.8783783783783784,0.6772212935579273
MATHNET-0jp5,Geometry,Plane Geometry,"Analytic / Coordinate Methods > Cartesian coordinates | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles | Quadrilaterals",proof and answer,0.27456186935740834,0.4738247863247863,0.34993773349937735,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.32020702070207024
MATHNET-0dmg,Algebra,Algebraic Expressions | Equations and Inequalities,Muirhead / majorization | QM-AM-GM-HM / Power Mean | Polynomials > Symmetric functions,proof only,0.8587360594795539,0.7270299145299145,0.0,0.0,0.0,0.4843335103558152,1.0,0.8108108108108109,0.4395975311816896
MATHNET-03zv,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Sequences and Series > Sums and products,proof and answer,0.2692511949017525,0.3888888888888889,0.5292652552926526,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8783783783783784,0.29966568085379963
MATHNET-07c0,Algebra | Number Theory,Algebraic Expressions | Intermediate Algebra | Modular Arithmetic,Polynomials | Exponential functions | Fermat / Euler / Wilson theorems,proof and answer,0.8746680828465215,0.8931623931623932,0.6587795765877957,0.8882978723404256,0.552827380952381,0.4843335103558152,0.8461538461538461,0.8783783783783784,0.7651729458660151
MATHNET-0cg1,Geometry,Plane Geometry,Concurrency and Collinearity > Menelaus' theorem,proof and answer,0.6569304301646309,0.6116452991452992,0.6587795765877957,0.8366261398176291,0.8757440476190478,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.6642664266426644
MATHNET-0kbi,Algebra,Algebraic Expressions,Polynomials > Vieta's formulas,final answer only,0.16516197557089746,0.20566239316239318,0.0,0.0,0.0,0.6016994158258099,0.3076923076923077,0.8108108108108109,0.1628198534139129
MATHNET-0dvx,Algebra | Number Theory,Divisibility / Factorization | Prealgebra / Basic Algebra,Integers,proof and answer,0.5124800849707912,0.7179487179487178,0.0,0.0,0.0,0.6016994158258099,0.8461538461538461,0.8783783783783784,0.3635077793493635
MATHNET-09do,Algebra,Algebraic Expressions | Equations and Inequalities,QM-AM-GM-HM / Power Mean | Muirhead / majorization | Polynomials > Symmetric functions,proof only,0.3993627190653213,0.43589743589743596,0.0,0.0,0.0,0.7594264471587892,1.0,0.8108108108108109,0.3091166259483091
MATHNET-0hz2,Algebra,Algebraic Expressions,Polynomials > Polynomial operations,proof and answer,0.16091343600637278,0.21901709401709404,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.22572971582872578
MATHNET-0aus,Geometry,Plane Geometry,Miscellaneous > Angle chasing,proof and answer,0.1725969198088157,0.21901709401709404,0.6587795765877957,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.2942651407997943
MATHNET-0hc1,Number Theory,Modular Arithmetic,Polynomials mod p,proof and answer,0.24694636218799787,0.36111111111111116,0.5292652552926526,0.0,0.0,0.1486988847583643,0.8461538461538461,0.9459459459459459,0.2908576571942909
MATHNET-0l47,Discrete Mathematics,Combinatorics,Enumeration with symmetry | Counting two ways,MCQ,0.32819968135953265,0.20566239316239318,0.34993773349937735,0.0,0.0,0.32713754646840143,0.0,1.0,0.232962581972483
MATHNET-001e,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments | Counting two ways | Recursion, bijection",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.039861128970039884
MATHNET-07ko,Algebra | Discrete Mathematics | Number Theory,Combinatorics | Other | Prealgebra / Basic Algebra,Integers | Induction / smoothing | Counting two ways,proof and answer,0.6224110462028677,0.6501068376068376,0.34993773349937735,0.7545592705167175,0.0,0.32713754646840143,0.8461538461538461,0.918918918918919,0.5136299344220138
MATHNET-0h8g,Number Theory,Divisibility / Factorization,Prime numbers | Factorization techniques,proof and answer,0.32819968135953265,0.5865384615384616,0.0,0.0,0.0,0.6016994158258099,0.8461538461538461,0.9459459459459459,0.2967725343962968
MATHNET-0hs4,Algebra | Number Theory,Equations and Inequalities | Other,Linear and quadratic inequalities,proof only,0.7758895379713224,0.7612179487179486,0.8188044831880449,0.6109422492401216,0.783482142857143,0.6016994158258099,1.0,0.8783783783783784,0.7558505850585059
MATHNET-04uw,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Transformations > Inversion | Miscellaneous > Angle chasing",proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-0gp4,Algebra | Geometry,Equations and Inequalities | Plane Geometry,"Geometric Inequalities > Triangle inequalities | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Cauchy-Schwarz",proof only,0.18428040361125864,0.15224358974358973,0.6587795765877957,0.0,0.0,0.1486988847583643,1.0,0.8513513513513513,0.268901890189019
MATHNET-0ax4,Geometry,Plane Geometry,Transformations > Homothety | Triangles > Triangle trigonometry | Analytic / Coordinate Methods > Trigonometry | Miscellaneous > Constructions and loci,proof and answer,0.8874137015400957,0.9294871794871795,0.9034869240348692,0.6109422492401216,0.783482142857143,0.8374933616569304,0.8461538461538461,0.8918918918918919,0.8531567442458533
MATHNET-09c4,Number Theory,Diophantine Equations | Divisibility / Factorization,"Prime numbers | Techniques: modulo, size analysis, order analysis, inequalities",proof only,0.2926181625066383,0.5096153846153847,0.0,0.0,0.0,0.4843335103558152,1.0,0.9459459459459459,0.2664909348077665
MATHNET-0gps,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing",proof only,0.2942113648433351,0.17254273504273504,0.8188044831880449,0.0,0.0,0.4843335103558152,1.0,0.8918918918918919,0.3738266683811239
MATHNET-08nc,Geometry,Plane Geometry,Circles | Quadrilaterals | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,proof only,0.3738714816781731,0.49198717948717957,0.5292652552926526,0.6109422492401216,0.0,0.32713754646840143,1.0,0.8918918918918919,0.44949852128069945
MATHNET-07mb,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Modular Arithmetic,Factorization techniques | Sequences and Series > Sums and products | Polynomials > Polynomial operations,proof only,0.7100371747211897,0.7462606837606838,0.5292652552926526,0.8366261398176291,0.8415178571428571,0.6016994158258099,1.0,0.8783783783783784,0.7110711071107113
MATHNET-08y6,Geometry,Plane Geometry,Circles > Radical axis theorem | Miscellaneous > Distance chasing | Triangles,proof and answer,0.4062665958576739,0.43589743589743596,0.5292652552926526,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.36325061077536325
MATHNET-00ul,Geometry,Plane Geometry,"Quadrilaterals > Inscribed/circumscribed quadrilaterals | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Miscellaneous > Distance chasing",proof only,0.6208178438661709,0.7371794871794872,0.6587795765877957,0.6109422492401216,0.6845238095238095,0.4843335103558152,1.0,0.8918918918918919,0.6584801337276586
MATHNET-071d,Discrete Mathematics,Combinatorics,"Invariants / monovariants | Recursion, bijection",proof and answer,0.28412108337758896,0.3888888888888889,0.34993773349937735,0.7545592705167175,0.552827380952381,0.4843335103558152,0.8461538461538461,1.0,0.45329175774720326
MATHNET-0lbc,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,Infinite descent / root flipping | Sequences and Series > Recurrence relations | Greatest common divisors (gcd),proof only,0.6399362719065321,0.6842948717948718,0.5292652552926526,0.6109422492401216,0.6845238095238095,0.1486988847583643,1.0,0.8783783783783784,0.5858621576443359
MATHNET-0490,Algebra,Equations and Inequalities | Intermediate Algebra,Linear and quadratic inequalities | Quadratic functions,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8108108108108109,0.03536067892503536
MATHNET-0cz9,Algebra,Algebraic Expressions,Polynomials,proof only,0.31386086032926175,0.36111111111111116,0.7540473225404732,0.0,0.0,0.1486988847583643,1.0,0.8108108108108109,0.3566928121383567
MATHNET-05lk,Discrete Mathematics,Combinatorics,Counting two ways | Enumeration with symmetry,proof and answer,0.8470525756771109,0.7692307692307693,0.0,0.0,0.0,0.6919808815719597,0.8461538461538461,1.0,0.46759675967596775
MATHNET-0cmk,Algebra | Discrete Mathematics,Combinatorics | Prealgebra / Basic Algebra,Invariants / monovariants | Simple Equations,proof and answer,0.49867233138608597,0.43589743589743596,0.0,0.0,0.0,0.6919808815719597,0.8461538461538461,0.9054054054054054,0.32081779606532085
MATHNET-0cy4,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Polynomials > Polynomial operations | Simple Equations,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8108108108108109,0.03536067892503536
MATHNET-024k,Algebra,Prealgebra / Basic Algebra,Simple Equations | Fractions,proof and answer,0.43441317047265,0.2676282051282051,0.0,0.0,0.0,0.8061603823685608,0.8461538461538461,0.8108108108108109,0.2864536453645365
MATHNET-0atn,Geometry,Plane Geometry,Transformations > Homothety | Triangles,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8918918918918919,0.03728944323003732
MATHNET-0906,Number Theory,Diophantine Equations | Divisibility / Factorization | Residues and Primitive Roots,"Techniques: modulo, size analysis, order analysis, inequalities | Infinite descent / root flipping | Quadratic residues | Greatest common divisors (gcd) | Factorization techniques",proof only,0.9638874137015401,0.9636752136752136,0.9589041095890412,0.9893617021276595,0.0,0.9038767923526289,1.0,0.9459459459459459,0.8853671081393855
MATHNET-0044,Algebra | Discrete Mathematics | Geometry,Combinatorics | Linear Algebra | Plane Geometry,Invariants / monovariants | Vectors | Miscellaneous > Constructions and loci,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9009009009009008,0.04393296472504395
MATHNET-02ex,Geometry,Plane Geometry,Geometric Inequalities > Optimization in geometry | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing,proof and answer,0.5438130642591609,0.5096153846153847,0.34993773349937735,0.7545592705167175,0.8415178571428571,0.6016994158258099,0.8461538461538461,0.8918918918918919,0.5745467403883247
MATHNET-0eyx,Geometry,Plane Geometry,Analytic / Coordinate Methods > Trigonometry,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-04e2,Geometry,Plane Geometry,Analytic / Coordinate Methods > Cartesian coordinates | Circles > Tangents,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-0atv,Algebra,Equations and Inequalities | Intermediate Algebra,Linear and quadratic inequalities | Exponential functions | Logarithmic functions,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8108108108108109,0.03536067892503536
MATHNET-0c1x,Geometry,Plane Geometry,Concurrency and Collinearity | Analytic / Coordinate Methods > Cartesian coordinates,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-0aj5,Geometry,Plane Geometry,Circles > Radical axis theorem | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,proof only,0.7397769516728625,0.8157051282051282,0.8804483188044833,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.5915198662723417
MATHNET-09sr,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,proof only,0.8417419012214551,0.8402777777777778,0.0,0.0,0.0,0.6919808815719597,1.0,0.8918918918918919,0.48299472804423305
MATHNET-06xr,Geometry,Plane Geometry,"Quadrilaterals > Cyclic quadrilaterals | Circles > Tangents | Transformations > Spiral similarity | Advanced Configurations > Polar triangles, harmonic conjugates | Miscellaneous > Angle chasing | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle",proof only,0.9500796601168348,0.9797008547008547,0.8804483188044833,0.0,0.0,0.9198088157195964,1.0,0.8918918918918919,0.743795808152244
MATHNET-08q8,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing",proof only,0.5687732342007434,0.7179487179487178,0.9034869240348692,0.6109422492401216,0.0,0.6919808815719597,1.0,0.8918918918918919,0.658930178732159
MATHNET-06zj,Discrete Mathematics | Number Theory,Combinatorics | Other,Counting two ways,proof and answer,0.5438130642591609,0.7371794871794872,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.972972972972973,0.32197505464832193
MATHNET-09af,Algebra,Algebraic Expressions,Sequences and Series > Recurrence relations,proof only,0.6962294211364842,0.7825854700854701,0.8188044831880449,0.0,0.0,0.1486988847583643,1.0,0.8108108108108109,0.5387360164587887
MATHNET-0huv,Algebra,Equations and Inequalities,QM-AM-GM-HM / Power Mean,proof and answer,0.40254912373871476,0.560363247863248,0.0,0.6109422492401216,0.0,0.4843335103558152,0.8461538461538461,0.8108108108108109,0.37016201620162026
MATHNET-028y,Algebra | Number Theory,Equations and Inequalities | Other | Prealgebra / Basic Algebra,Integers | Linear and quadratic inequalities,proof and answer,0.33085501858736055,0.3888888888888889,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8783783783783784,0.2052848141957053
MATHNET-0f6y,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,"Coloring schemes, extremal arguments | Analytic / Coordinate Methods > Cartesian coordinates",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.9459459459459459,0.038575286100038575
MATHNET-06y2,Algebra,Algebraic Expressions,Functional Equations > Existential quantifiers,proof and answer,0.9851301115241635,0.9861111111111112,0.9632627646326276,0.9939209726443768,0.9947916666666667,0.9792883696229421,0.8461538461538461,0.8108108108108109,0.9814838626719815
MATHNET-0cjq,Discrete Mathematics,Combinatorics,"Induction / smoothing | Coloring schemes, extremal arguments",proof and answer,0.7259691980881573,0.6752136752136753,0.34993773349937735,0.6109422492401216,0.9002976190476191,0.7594264471587892,0.8461538461538461,1.0,0.657065706570657
MATHNET-0e4b,Algebra,Prealgebra / Basic Algebra,Simple Equations,proof and answer,0.26128518321826866,0.5261752136752137,0.5292652552926526,0.0,0.6845238095238095,0.8672331386086033,0.8461538461538461,0.8108108108108109,0.46705027645621716
MATHNET-0ka4,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing | Miscellaneous > Constructions and loci | Miscellaneous > Distance chasing,proof and answer,0.21083377588953794,0.36111111111111116,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.26539796836826546
MATHNET-0cgo,Algebra,Abstract Algebra,Field Theory,proof only,0.3940520446096654,0.5096153846153847,0.34993773349937735,0.0,0.783482142857143,0.32713754646840143,1.0,0.8108108108108109,0.40876944837340873
MATHNET-0hxe,Geometry,Plane Geometry,Triangles > Triangle trigonometry | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,proof only,0.36378120021242694,0.36111111111111116,0.6587795765877957,0.0,0.0,0.1486988847583643,1.0,0.8918918918918919,0.35103510351035105
MATHNET-0h3f,Geometry,Plane Geometry,"Circles > Tangents | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing",proof only,0.4768985661178968,0.6383547008547008,0.0,0.0,0.0,0.6919808815719597,1.0,0.8918918918918919,0.3582036775106082
MATHNET-0hax,Algebra | Number Theory,Divisibility / Factorization | Intermediate Algebra,Quadratic functions | Greatest common divisors (gcd),proof and answer,0.5273499734466277,0.576388888888889,0.5292652552926526,0.6109422492401216,0.0,0.6016994158258099,0.8461538461538461,0.8783783783783784,0.5283849813552784
MATHNET-09jx,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations,"Techniques: modulo, size analysis, order analysis, inequalities | Polynomials > Polynomial operations",proof and answer,0.1566648964418481,0.36111111111111116,0.5292652552926526,0.6109422492401216,0.552827380952381,0.1486988847583643,0.8461538461538461,0.8783783783783784,0.39269641249839266
MATHNET-06ts,Discrete Mathematics,Combinatorics,"Counting two ways | Coloring schemes, extremal arguments",proof and answer,0.8236856080722251,0.8215811965811965,0.7540473225404732,0.6109422492401216,0.0,0.6919808815719597,0.8461538461538461,1.0,0.7046418927607044
MATHNET-0h2a,Algebra,Algebraic Expressions,Functional Equations,proof and answer,0.24375995751460433,0.36111111111111116,0.6587795765877957,0.0,0.6845238095238095,0.4843335103558152,0.8461538461538461,0.8108108108108109,0.4133984827054135
MATHNET-0kqf,Geometry,Solid Geometry,Volume | Other 3D problems,final answer only,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.8918918918918919,0.014787193005014816
MATHNET-0j50,Algebra | Geometry,Equations and Inequalities | Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Geometric Inequalities > Optimization in geometry | QM-AM-GM-HM / Power Mean",proof and answer,0.290493892724376,0.24145299145299148,0.5292652552926526,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8513513513513513,0.27754918348977764
MATHNET-0jc8,Algebra,Algebraic Expressions | Intermediate Algebra,Functional Equations | Exponential functions | Logarithmic functions,proof and answer,0.35156664896441847,0.2884615384615385,0.6587795765877957,0.0,0.552827380952381,0.6919808815719597,0.8461538461538461,0.8108108108108109,0.44014401440144024
MATHNET-0f1q,Geometry,Plane Geometry,Miscellaneous > Constructions and loci | Combinatorial Geometry > Convex hulls,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-0acd,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Simple Equations | Fractions | Sequences and Series > Sums and products,proof and answer,0.25066383430695693,0.2676282051282051,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.25623633791950623
MATHNET-0axv,Algebra,Algebraic Expressions,Polynomials > Vieta's formulas | Polynomials > Polynomial operations,final answer only,0.1072756240042485,0.17254273504273504,0.34993773349937735,0.0,0.0,0.32713754646840143,0.3076923076923077,0.8108108108108109,0.18185032788993188
MATHNET-04bo,Algebra | Geometry,Plane Geometry | Prealgebra / Basic Algebra,Triangles | Circles | Miscellaneous > Angle chasing | Simple Equations,final answer only,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.8513513513513513,0.013822810852513814
MATHNET-0784,Geometry,Plane Geometry,"Advanced Configurations > Brocard point, symmedians | Circles > Circle of Apollonius | Circles > Tangents | Circles > Radical axis theorem | Circles > Coaxal circles | Transformations > Inversion | Transformations > Homothety | Transformations > Spiral similarity | Analytic / Coordinate Methods > Complex numbers in geometry | Analytic / Coordinate Methods > Cartesian coordinates | Advanced Configurations > Polar triangles, harmonic conjugates | Miscellaneous > Angle chasing",proof only,0.9968135953266065,0.9978632478632479,1.0,1.0,0.9501488095238098,0.9851301115241635,1.0,0.8918918918918919,1.0
MATHNET-0i5e,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Integers | Sequences and Series > Sums and products,final answer only,0.14285714285714285,0.15224358974358973,0.34993773349937735,0.0,0.0,0.4843335103558152,0.3076923076923077,0.8108108108108109,0.2058312974154558
MATHNET-0hog,Geometry,Plane Geometry,Circles > Tangents | Miscellaneous > Angle chasing,proof only,0.2490706319702602,0.31143162393162394,0.6587795765877957,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.3358943037160858
MATHNET-0fv2,Algebra,Algebraic Expressions,Functional Equations,proof and answer,0.2819968135953266,0.3888888888888889,0.0,0.0,0.0,0.6016994158258099,0.8461538461538461,0.8108108108108109,0.24668895460974669
MATHNET-09xc,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Simple Equations | Quadratic functions,proof and answer,0.8194370685077005,0.8279914529914529,0.8804483188044833,0.7545592705167175,0.783482142857143,0.6016994158258099,0.8461538461538461,0.8108108108108109,0.8013694226565514
MATHNET-0adi,Algebra,Intermediate Algebra,Logarithmic functions,proof and answer,0.4482209240573552,0.576388888888889,0.5292652552926526,0.0,0.0,0.6016994158258099,0.8461538461538461,0.8108108108108109,0.4300822939436802
MATHNET-0fyx,Algebra,Equations and Inequalities | Prealgebra / Basic Algebra,Integers | Simple Equations | Linear and quadratic inequalities,proof and answer,0.4790228359001593,0.2676282051282051,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.21766105181946765
MATHNET-0akk,Number Theory,Diophantine Equations | Divisibility / Factorization,"Techniques: modulo, size analysis, order analysis, inequalities | Greatest common divisors (gcd)",proof and answer,0.7057886351566649,0.8092948717948718,0.6587795765877957,0.0,0.8415178571428571,0.6919808815719597,0.8461538461538461,0.9459459459459459,0.6480969525523982
MATHNET-0est,Geometry,Plane Geometry,Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,proof and answer,0.36749867233138606,0.5422008547008548,0.5292652552926526,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.3730551626591231
MATHNET-0jsa,Number Theory,Divisibility / Factorization | Modular Arithmetic,Chinese remainder theorem | Greatest common divisors (gcd),final answer only,0.12851832182687198,0.20566239316239318,0.34993773349937735,0.0,0.0,0.4843335103558152,0.3076923076923077,0.9459459459459459,0.21521795036646524
MATHNET-09r1,Algebra | Number Theory,Divisibility / Factorization | Prealgebra / Basic Algebra,Greatest common divisors (gcd) | Integers,proof and answer,0.7567711099309613,0.7825854700854701,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8783783783783784,0.3794843770091295
MATHNET-0au7,Discrete Mathematics,Combinatorics,Enumeration with symmetry,proof and answer,0.7089750398300584,0.8830128205128205,0.6587795765877957,0.0,0.0,0.9941582580987786,0.8461538461538461,1.0,0.6273305902018773
MATHNET-0egg,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Polynomials > Polynomial operations | Fractions,proof and answer,0.3250132766861391,0.31143162393162394,0.0,0.0,0.0,0.8061603823685608,0.8461538461538461,0.8108108108108109,0.2678732158930179
MATHNET-049z,Algebra,Equations and Inequalities | Intermediate Algebra,Quadratic functions | QM-AM-GM-HM / Power Mean,proof only,0.6112586298459903,0.6917735042735044,0.5292652552926526,0.8366261398176291,0.8415178571428571,0.6919808815719597,1.0,0.8108108108108109,0.6866400925806867
MATHNET-0ads,Algebra,Algebraic Expressions,Sequences and Series > Recurrence relations,proof and answer,0.4221986192246415,0.33653846153846156,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.21634306287771635
MATHNET-07w7,Algebra | Geometry,Equations and Inequalities | Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | QM-AM-GM-HM / Power Mean,proof only,0.3690918746680828,0.43589743589743596,0.34993773349937735,0.8882978723404256,0.0,0.1486988847583643,1.0,0.8513513513513513,0.4138163816381639
MATHNET-00by,Geometry,Plane Geometry,Quadrilaterals | Miscellaneous > Angle chasing | Miscellaneous > Constructions and loci,proof and answer,0.4864577801380775,0.6623931623931625,0.6587795765877957,0.0,0.0,0.8374933616569304,0.8461538461538461,0.8918918918918919,0.5120869229780122
MATHNET-03w7,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Analytic / Coordinate Methods > Trigonometry | Miscellaneous > Angle chasing",proof only,0.6887944768985662,0.7462606837606838,0.8804483188044833,0.0,0.0,0.4843335103558152,1.0,0.8918918918918919,0.5856692812138359
MATHNET-0e2b,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,proof only,0.4105151354221986,0.4150641025641026,0.0,0.6109422492401216,0.6845238095238095,0.4843335103558152,1.0,0.8918918918918919,0.4133663366336633
MATHNET-0aho,Geometry,Plane Geometry,"Circles > Tangents | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Transformations > Homothety | Miscellaneous > Angle chasing",proof only,0.5108868826340945,0.6260683760683762,0.5292652552926526,0.0,0.0,0.1486988847583643,1.0,0.8918918918918919,0.40774077407740783
MATHNET-0f9f,Discrete Mathematics,Combinatorics | Graph Theory,"Coloring schemes, extremal arguments | Matchings, Marriage Lemma, Tutte's theorem",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.039861128970039884
MATHNET-0efx,Algebra,Algebraic Expressions | Equations and Inequalities | Intermediate Algebra,Logarithmic functions | Linear and quadratic inequalities | Polynomials > Polynomial operations,proof and answer,0.5740839086563992,0.5261752136752137,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.28735373537353737
MATHNET-072s,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Generating functions | Algebraic properties of binomial coefficients | Polynomials > Roots of unity | Polynomials > Symmetric functions,proof only,0.8204992033988316,0.8584401709401709,0.9489414694894147,0.6109422492401216,0.9002976190476191,0.1486988847583643,1.0,0.9054054054054054,0.7669731258840169
MATHNET-05aq,Algebra | Discrete Mathematics | Number Theory,Divisibility / Factorization | Other | Prealgebra / Basic Algebra,Factorization techniques | Integers,proof and answer,0.8125331917153478,0.9017094017094017,0.5292652552926526,0.0,0.0,0.6016994158258099,0.8461538461538461,0.918918918918919,0.5795936736530797
MATHNET-0e8i,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Simple Equations | Polynomials > Polynomial operations,final answer only,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.8108108108108109,0.012858428700012858
MATHNET-06vc,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,Miscellaneous > Constructions and loci | Induction / smoothing | Invariants / monovariants | Analytic / Coordinate Methods > Cartesian coordinates,proof and answer,0.9575146043547531,0.7462606837606838,0.9034869240348692,0.0,0.8757440476190478,0.9792883696229421,0.8461538461538461,0.9459459459459459,0.785939308216536
MATHNET-0hvc,Algebra | Geometry,Equations and Inequalities | Plane Geometry,Triangles > Triangle inequalities | Geometric Inequalities > Triangle inequalities | QM-AM-GM-HM / Power Mean,proof only,0.23579394583112057,0.21901709401709404,0.34993773349937735,0.0,0.0,0.1486988847583643,1.0,0.8513513513513513,0.22965153658222962
MATHNET-037b,Geometry,Plane Geometry,Circles > Tangents | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing,proof and answer,0.4381306425916091,0.33653846153846156,0.6587795765877957,0.0,0.552827380952381,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.44657322875144667
